lift,confidence,support,consequents,antecedents
3.97,0.14,0.001,sauces + nut snack,specialty chocolate + liquor + pudding powder
3.97,0.14,0.001,baking powder + specialty vegetables,cereals + butter + tropical fruit
3.97,0.11,0.001,specialty vegetables + bottled water,spices + curd + white wine
3.97,0.17,0.001,sauces + curd,butter + spices + pudding powder
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,spices + curd + white wine
3.97,0.11,0.001,specialty chocolate + soda,spices + curd + white wine
3.97,0.22,0.002,cereals + butter,sauces + curd + brandy
3.97,0.14,0.001,sauces + male cosmetics,curd + liquor + soda
3.97,0.11,0.001,bottled water + sweet spreads,sauces + curd + packaged fruit/vegetables
3.97,0.17,0.001,sauces + curd,spices + white wine + potato products
3.97,0.17,0.001,cereals + tropical fruit,baking powder + male cosmetics + pip fruit
3.97,0.14,0.001,sauces + nut snack,specialty chocolate + liquor + pip fruit
3.97,0.17,0.001,cereals + tropical fruit,sauces + packaged fruit/vegetables + cleaner
3.97,0.17,0.001,sauces + curd,butter + white wine + pip fruit
3.97,0.17,0.001,sauces + curd,potato products + specialty vegetables + sweet spreads
3.97,0.14,0.001,sauces + nut snack,cereals + curd + liquor (appetizer)
3.97,0.11,0.001,specialty vegetables + bottled water,cereals + curd + white wine
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,butter + specialty chocolate + nut snack
3.97,0.11,0.001,specialty chocolate + soda,cereals + curd + white wine
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,cereals + curd + white wine
3.97,0.17,0.001,sauces + curd,specialty chocolate + potato products + bottled water
3.97,0.17,0.001,cereals + tropical fruit,specialty chocolate + potato products + bottled water
3.97,0.14,0.001,cereals + packaged fruit/vegetables,butter + specialty vegetables + tropical fruit
3.97,0.17,0.001,cereals + tropical fruit,spices + specialty chocolate + pip fruit
3.97,0.14,0.001,cereals + packaged fruit/vegetables,tropical fruit + root vegetables + soda
3.97,0.14,0.001,sauces + nut snack,cereals + brandy + pudding powder
3.97,0.14,0.001,specialty vegetables + root vegetables,specialty chocolate + liquor + sweet spreads
3.97,0.14,0.001,sauces + nut snack,specialty chocolate + sweet spreads + soda
3.97,0.17,0.001,cereals + tropical fruit,butter + specialty vegetables + sweet spreads
3.97,0.11,0.001,light bulbs + root vegetables,cereals + butter + specialty vegetables
3.97,0.11,0.001,light bulbs + liquor,cereals + butter + specialty vegetables
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,sauces + tropical fruit + pip fruit
3.97,0.11,0.001,curd + cleaner,sauces + tropical fruit + pip fruit
3.97,0.11,0.001,baking powder + liquor,cereals + butter + specialty vegetables
3.97,0.14,0.001,cereals + packaged fruit/vegetables,curd + liquor + soda
3.97,0.17,0.001,sauces + curd,butter + potato products + tropical fruit
3.97,0.14,0.001,baking powder + specialty vegetables,specialty chocolate + liquor + bottled water
3.97,0.17,0.001,sauces + curd,cereals + sweet spreads + cleaner
3.97,0.14,0.001,baking powder + specialty vegetables,cereals + sweet spreads + pudding powder
3.97,0.17,0.001,sauces + curd,spices + white wine + tropical fruit
3.97,0.14,0.001,sauces + male cosmetics,cereals + sweet spreads + pudding powder
3.97,0.14,0.001,baking powder + specialty vegetables,cereals + liquor + sweet spreads
3.97,0.11,0.001,packaged fruit/vegetables + pudding powder,tropical fruit + bottled water + nut snack
3.97,0.11,0.001,light bulbs + root vegetables,tropical fruit + bottled water + nut snack
3.97,0.14,0.001,sauces + light bulbs,spices + liquor (appetizer) + root vegetables
3.97,0.14,0.001,cereals + packaged fruit/vegetables,specialty chocolate + liquor + bottled water
3.97,0.17,0.001,sauces + curd,specialty chocolate + liquor + male cosmetics
3.97,0.11,0.001,baking powder + liquor,sauces + sweet spreads + soda
3.97,0.11,0.001,light bulbs + root vegetables,sauces + tropical fruit + pip fruit
3.97,0.11,0.001,light bulbs + liquor,sauces + tropical fruit + pip fruit
3.97,0.14,0.002,sauces + male cosmetics,cereals + butter + liquor (appetizer)
3.97,0.17,0.001,sauces + curd,specialty chocolate + sweet spreads + cleaner
3.97,0.11,0.001,specialty chocolate + soda,sauces + tropical fruit + pip fruit
3.97,0.11,0.001,spices + pudding powder,brandy + potato products + cleaner
3.97,0.11,0.001,baking powder + liquor,sauces + male cosmetics + soda
3.97,0.14,0.001,sauces + male cosmetics,baking powder + sweet spreads + soda
3.97,0.11,0.001,packaged fruit/vegetables + pudding powder,liquor (appetizer) + root vegetables + male cosmetics
3.97,0.17,0.001,sauces + curd,baking powder + pip fruit + cleaner
3.97,0.14,0.001,sauces + potato products,spices + liquor (appetizer) + sweet spreads
3.97,0.17,0.001,cereals + tropical fruit,baking powder + pip fruit + soda
3.97,0.17,0.001,sauces + curd,spices + liquor (appetizer) + bottled water
3.97,0.14,0.001,sauces + potato products,cereals + brandy + pudding powder
3.97,0.11,0.001,bottled water + sweet spreads,liquor (appetizer) + root vegetables + male cosmetics
3.97,0.11,0.001,specialty vegetables + bottled water,liquor (appetizer) + root vegetables + male cosmetics
3.97,0.11,0.001,spices + pudding powder,sauces + specialty chocolate + baking powder
3.97,0.14,0.001,sauces + light bulbs,butter + spices + white wine
3.97,0.11,0.001,pip fruit + soda,butter + cleaner + nut snack
3.97,0.11,0.001,bottled water + sweet spreads,butter + cleaner + nut snack
3.97,0.11,0.001,spices + nut snack,tropical fruit + bottled water + pudding powder
3.97,0.11,0.001,light bulbs + root vegetables,tropical fruit + bottled water + pudding powder
3.97,0.11,0.001,liquor (appetizer) + potato products,butter + cleaner + nut snack
3.97,0.11,0.001,baking powder + liquor,specialty chocolate + sweet spreads + nut snack
3.97,0.11,0.001,spices + pudding powder,tropical fruit + bottled water + nut snack
3.97,0.17,0.001,sauces + curd,specialty chocolate + brandy + pudding powder
3.97,0.11,0.001,liquor (appetizer) + potato products,cereals + specialty chocolate + baking powder
3.97,0.11,0.001,brandy + white wine,cereals + specialty chocolate + baking powder
3.97,0.14,0.001,sauces + nut snack,liquor + white wine + soda
3.97,0.11,0.001,brandy + white wine,sauces + specialty chocolate + baking powder
3.97,0.14,0.001,sauces + light bulbs,cereals + curd + nut snack
3.97,0.14,0.001,sauces + potato products,cereals + curd + nut snack
3.97,0.14,0.001,sauces + potato products,butter + spices + light bulbs
3.97,0.11,0.001,spices + nut snack,sauces + male cosmetics + cleaner
3.97,0.11,0.001,light bulbs + root vegetables,sauces + male cosmetics + cleaner
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,sauces + male cosmetics + cleaner
3.97,0.11,0.001,baking powder + liquor,sauces + curd + packaged fruit/vegetables
3.97,0.11,0.001,light bulbs + root vegetables,sauces + curd + packaged fruit/vegetables
3.97,0.11,0.001,light bulbs + liquor,sauces + curd + packaged fruit/vegetables
3.97,0.11,0.001,spices + nut snack,sauces + curd + packaged fruit/vegetables
3.97,0.14,0.001,baking powder + specialty vegetables,sauces + packaged fruit/vegetables + root vegetables
3.97,0.11,0.001,packaged fruit/vegetables + pudding powder,sauces + curd + baking powder
3.97,0.14,0.001,sauces + nut snack,light bulbs + male cosmetics + cleaner
3.97,0.14,0.001,cereals + packaged fruit/vegetables,tropical fruit + pip fruit + soda
3.97,0.14,0.001,sauces + male cosmetics,spices + specialty vegetables + root vegetables
3.97,0.17,0.001,sauces + curd,specialty chocolate + liquor + potato products
3.97,0.14,0.001,cereals + packaged fruit/vegetables,specialty chocolate + liquor + white wine
3.97,0.17,0.001,cereals + tropical fruit,baking powder + pip fruit + pudding powder
3.97,0.11,0.001,pip fruit + soda,sauces + specialty chocolate + baking powder
3.97,0.14,0.001,sauces + male cosmetics,butter + baking powder + pudding powder
3.97,0.14,0.001,sauces + nut snack,specialty chocolate + liquor + white wine
3.97,0.14,0.001,sauces + nut snack,specialty chocolate + pip fruit + pudding powder
3.97,0.22,0.002,cereals + butter,sauces + root vegetables + cleaner
3.97,0.14,0.001,sauces + potato products,specialty chocolate + pip fruit + pudding powder
3.97,0.17,0.001,sauces + curd,butter + cleaner + pudding powder
3.97,0.11,0.001,pip fruit + soda,brandy + potato products + cleaner
3.97,0.17,0.001,sauces + curd,brandy + potato products + pudding powder
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,cereals + spices + liquor (appetizer)
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,cereals + spices + liquor (appetizer)
3.97,0.11,0.001,spices + nut snack,sauces + curd + baking powder
3.97,0.11,0.001,light bulbs + root vegetables,sauces + curd + baking powder
3.97,0.17,0.001,sauces + curd,specialty chocolate + brandy + specialty vegetables
3.97,0.14,0.001,specialty vegetables + root vegetables,liquor (appetizer) + potato products + bottled water
3.97,0.14,0.001,sauces + male cosmetics,liquor + white wine + soda
3.97,0.14,0.001,cereals + packaged fruit/vegetables,liquor + white wine + soda
3.97,0.11,0.001,spices + nut snack,specialty chocolate + brandy + pip fruit
3.97,0.14,0.001,sauces + male cosmetics,spices + potato products + tropical fruit
3.97,0.11,0.001,pip fruit + soda,butter + liquor (appetizer) + nut snack
3.97,0.17,0.001,cereals + tropical fruit,baking powder + soda + nut snack
3.97,0.14,0.001,sauces + potato products,curd + brandy + pip fruit
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,cereals + bottled water + cleaner
3.97,0.14,0.001,sauces + light bulbs,spices + potato products + sweet spreads
3.97,0.14,0.001,specialty vegetables + root vegetables,spices + potato products + tropical fruit
3.97,0.14,0.001,baking powder + specialty vegetables,spices + potato products + pip fruit
3.97,0.17,0.001,sauces + curd,cereals + specialty chocolate + liquor
3.97,0.14,0.001,sauces + nut snack,curd + brandy + pip fruit
3.97,0.11,0.001,curd + cleaner,butter + liquor (appetizer) + nut snack
3.97,0.14,0.001,sauces + light bulbs,spices + potato products + pip fruit
3.97,0.11,0.001,light bulbs + white wine,sauces + curd + baking powder
3.97,0.11,0.001,specialty chocolate + soda,sauces + curd + baking powder
3.97,0.14,0.001,sauces + light bulbs,tropical fruit + pip fruit + soda
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,specialty vegetables + root vegetables + male cosmetics
3.97,0.11,0.001,spices + cleaner,specialty chocolate + bottled water + male cosmetics
3.97,0.11,0.001,specialty chocolate + soda,sauces + butter + liquor
3.97,0.17,0.001,cereals + tropical fruit,specialty chocolate + potato products + cleaner
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,butter + liquor + specialty vegetables
3.97,0.14,0.001,sauces + nut snack,specialty chocolate + root vegetables + cleaner
3.97,0.14,0.001,sauces + light bulbs,specialty chocolate + root vegetables + cleaner
3.97,0.11,0.001,packaged fruit/vegetables + pudding powder,sauces + root vegetables + cleaner
3.97,0.11,0.001,light bulbs + white wine,spices + tropical fruit + root vegetables
3.97,0.14,0.001,baking powder + specialty vegetables,butter + curd + soda
3.97,0.11,0.001,bottled water + sweet spreads,butter + liquor + male cosmetics
3.97,0.11,0.001,specialty vegetables + bottled water,butter + liquor + male cosmetics
3.97,0.14,0.001,specialty vegetables + root vegetables,butter + light bulbs + pudding powder
3.97,0.14,0.001,baking powder + specialty vegetables,liquor (appetizer) + potato products + bottled water
3.97,0.14,0.001,cereals + packaged fruit/vegetables,butter + curd + soda
3.97,0.11,0.001,packaged fruit/vegetables + pudding powder,butter + liquor + male cosmetics
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,butter + liquor + male cosmetics
3.97,0.14,0.001,sauces + male cosmetics,light bulbs + bottled water + nut snack
3.97,0.14,0.001,specialty vegetables + root vegetables,light bulbs + bottled water + male cosmetics
3.97,0.14,0.001,sauces + nut snack,light bulbs + bottled water + male cosmetics
3.97,0.14,0.001,sauces + light bulbs,specialty chocolate + brandy + liquor (appetizer)
3.97,0.17,0.001,sauces + curd,specialty chocolate + brandy + potato products
3.97,0.14,0.001,sauces + potato products,spices + specialty vegetables + root vegetables
3.97,0.17,0.001,sauces + curd,spices + potato products + cleaner
3.97,0.17,0.001,sauces + curd,specialty chocolate + root vegetables + bottled water
3.97,0.17,0.001,cereals + tropical fruit,specialty chocolate + root vegetables + bottled water
3.97,0.14,0.001,baking powder + specialty vegetables,cereals + spices + tropical fruit
3.97,0.17,0.001,cereals + tropical fruit,baking powder + liquor + sweet spreads
3.97,0.14,0.001,sauces + male cosmetics,cereals + spices + tropical fruit
3.97,0.17,0.001,sauces + curd,specialty chocolate + brandy + liquor
3.97,0.17,0.001,sauces + curd,packaged fruit/vegetables + liquor + specialty vegetables
3.97,0.17,0.001,cereals + tropical fruit,packaged fruit/vegetables + liquor + specialty vegetables
3.97,0.17,0.001,sauces + curd,cereals + root vegetables + nut snack
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,spices + tropical fruit + root vegetables
3.97,0.11,0.001,specialty chocolate + soda,spices + tropical fruit + root vegetables
3.97,0.11,0.001,bottled water + sweet spreads,spices + specialty vegetables + pudding powder
3.97,0.14,0.001,baking powder + specialty vegetables,light bulbs + bottled water + male cosmetics
3.97,0.11,0.001,pip fruit + soda,cereals + butter + specialty chocolate
3.97,0.11,0.001,bottled water + sweet spreads,cereals + butter + specialty chocolate
3.97,0.11,0.001,spices + pudding powder,sauces + specialty chocolate + liquor
3.97,0.14,0.001,sauces + potato products,cereals + specialty chocolate + specialty vegetables
3.97,0.17,0.001,sauces + curd,packaged fruit/vegetables + brandy + nut snack
3.97,0.14,0.001,cereals + packaged fruit/vegetables,butter + brandy + soda
3.97,0.11,0.001,spices + nut snack,sauces + butter + cleaner
3.97,0.11,0.001,spices + pudding powder,sauces + butter + cleaner
3.97,0.11,0.001,liquor (appetizer) + potato products,cereals + butter + specialty chocolate
3.97,0.11,0.001,packaged fruit/vegetables + pudding powder,sauces + butter + cleaner
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,cereals + liquor + pip fruit
3.97,0.11,0.001,spices + cleaner,cereals + specialty chocolate + tropical fruit
3.97,0.11,0.001,spices + pudding powder,sauces + specialty vegetables + cleaner
3.97,0.11,0.001,light bulbs + white wine,butter + curd + packaged fruit/vegetables
3.97,0.11,0.001,specialty chocolate + soda,butter + curd + packaged fruit/vegetables
3.97,0.14,0.001,sauces + light bulbs,potato products + tropical fruit + soda
3.97,0.11,0.001,bottled water + sweet spreads,curd + liquor + white wine
3.97,0.14,0.001,sauces + light bulbs,curd + potato products + bottled water
3.97,0.14,0.001,sauces + potato products,spices + packaged fruit/vegetables + male cosmetics
3.97,0.11,0.001,curd + cleaner,sauces + butter + pudding powder
3.97,0.11,0.001,spices + cleaner,sauces + butter + pudding powder
3.97,0.11,0.001,pip fruit + soda,root vegetables + male cosmetics + cleaner
3.97,0.11,0.001,pip fruit + soda,sauces + specialty chocolate + liquor
3.97,0.14,0.001,sauces + male cosmetics,cereals + root vegetables + pudding powder
3.97,0.11,0.001,pip fruit + soda,cereals + specialty chocolate + tropical fruit
3.97,0.11,0.001,specialty vegetables + bottled water,cereals + specialty chocolate + tropical fruit
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,cereals + specialty chocolate + tropical fruit
3.97,0.11,0.001,brandy + white wine,sauces + specialty chocolate + liquor
3.97,0.11,0.001,baking powder + liquor,butter + pip fruit + pudding powder
3.97,0.11,0.001,pip fruit + soda,sauces + butter + cleaner
3.97,0.11,0.001,pip fruit + soda,sauces + curd + specialty chocolate
3.97,0.11,0.001,bottled water + sweet spreads,sauces + curd + specialty chocolate
3.97,0.11,0.001,specialty vegetables + bottled water,sauces + curd + specialty chocolate
3.97,0.17,0.001,sauces + curd,cereals + white wine + pip fruit
3.97,0.14,0.001,sauces + nut snack,cereals + specialty chocolate + specialty vegetables
3.97,0.14,0.001,sauces + nut snack,cereals + specialty chocolate + pudding powder
3.97,0.14,0.001,sauces + potato products,cereals + specialty chocolate + pudding powder
3.97,0.17,0.001,sauces + curd,packaged fruit/vegetables + white wine + root vegetables
3.97,0.11,0.001,light bulbs + liquor,sauces + white wine + potato products
3.97,0.11,0.001,baking powder + liquor,sauces + white wine + potato products
3.97,0.14,0.001,sauces + light bulbs,packaged fruit/vegetables + liquor + pip fruit
3.97,0.14,0.001,sauces + nut snack,curd + brandy + potato products
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,butter + white wine + specialty vegetables
3.97,0.11,0.001,liquor (appetizer) + potato products,sauces + specialty chocolate + liquor
3.97,0.17,0.001,sauces + curd,brandy + white wine + pip fruit
3.97,0.14,0.001,sauces + light bulbs,curd + brandy + potato products
3.97,0.14,0.001,sauces + potato products,liquor + white wine + nut snack
3.97,0.17,0.001,sauces + curd,packaged fruit/vegetables + liquor + nut snack
3.97,0.14,0.001,sauces + nut snack,light bulbs + root vegetables + male cosmetics
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,root vegetables + male cosmetics + cleaner
3.97,0.11,0.001,baking powder + liquor,sauces + butter + pudding powder
3.97,0.11,0.001,pip fruit + soda,sauces + liquor + pudding powder
3.97,0.11,0.001,liquor (appetizer) + potato products,sauces + liquor + pudding powder
3.97,0.11,0.001,specialty vegetables + bottled water,curd + brandy + liquor (appetizer)
3.97,0.11,0.001,specialty vegetables + bottled water,white wine + root vegetables + cleaner
3.97,0.11,0.001,packaged fruit/vegetables + pudding powder,white wine + root vegetables + cleaner
3.97,0.11,0.001,light bulbs + liquor,white wine + root vegetables + cleaner
3.97,0.11,0.001,spices + cleaner,sauces + butter + nut snack
3.97,0.11,0.001,brandy + white wine,cereals + sauces + nut snack
3.97,0.11,0.001,curd + cleaner,cereals + sauces + nut snack
3.97,0.11,0.001,specialty chocolate + soda,sauces + butter + nut snack
3.97,0.14,0.001,sauces + light bulbs,butter + spices + sweet spreads
3.97,0.14,0.001,cereals + packaged fruit/vegetables,butter + spices + sweet spreads
3.97,0.14,0.001,sauces + potato products,butter + spices + sweet spreads
3.97,0.11,0.001,brandy + white wine,sauces + curd + specialty chocolate
3.97,0.11,0.001,brandy + white wine,cereals + liquor + pip fruit
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,cereals + liquor + pip fruit
3.97,0.17,0.001,cereals + tropical fruit,light bulbs + specialty vegetables + cleaner
3.97,0.17,0.001,sauces + curd,butter + white wine + bottled water
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,sauces + spices + cleaner
3.97,0.17,0.001,cereals + tropical fruit,butter + sweet spreads + pip fruit
3.97,0.11,0.001,packaged fruit/vegetables + pudding powder,cereals + sauces + cleaner
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,cereals + sauces + cleaner
3.97,0.11,0.001,specialty chocolate + soda,sauces + liquor + pudding powder
3.97,0.14,0.001,sauces + male cosmetics,spices + sweet spreads + cleaner
3.97,0.11,0.001,pip fruit + soda,curd + brandy + liquor (appetizer)
3.97,0.17,0.001,cereals + tropical fruit,specialty chocolate + packaged fruit/vegetables + root vegetables
3.97,0.11,0.001,spices + cleaner,sauces + curd + specialty chocolate
3.97,0.11,0.001,curd + cleaner,cereals + sauces + pudding powder
3.97,0.17,0.001,sauces + curd,light bulbs + baking powder + bottled water
3.97,0.17,0.001,sauces + curd,light bulbs + tropical fruit + bottled water
3.97,0.11,0.001,liquor (appetizer) + potato products,butter + brandy + bottled water
3.97,0.11,0.001,specialty vegetables + bottled water,sauces + male cosmetics + cleaner
3.97,0.11,0.001,light bulbs + root vegetables,sauces + liquor + pudding powder
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,cereals + sauces + cleaner
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,butter + brandy + bottled water
3.97,0.17,0.001,sauces + curd,light bulbs + packaged fruit/vegetables + liquor
3.97,0.14,0.001,baking powder + specialty vegetables,cereals + white wine + male cosmetics
3.97,0.17,0.001,sauces + curd,light bulbs + specialty vegetables + male cosmetics
3.97,0.17,0.001,cereals + tropical fruit,light bulbs + specialty vegetables + male cosmetics
3.97,0.14,0.001,sauces + male cosmetics,cereals + root vegetables + sweet spreads
3.97,0.14,0.001,sauces + potato products,butter + liquor + pip fruit
3.97,0.11,0.001,brandy + white wine,sauces + male cosmetics + cleaner
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,sauces + male cosmetics + cleaner
3.97,0.11,0.001,bottled water + sweet spreads,cereals + sauces + cleaner
3.97,0.14,0.001,sauces + nut snack,butter + sweet spreads + soda
3.97,0.11,0.001,bottled water + sweet spreads,sauces + spices + cleaner
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,sauces + spices + cleaner
3.97,0.17,0.001,sauces + curd,light bulbs + specialty vegetables + cleaner
3.97,0.14,0.001,sauces + nut snack,specialty chocolate + light bulbs + male cosmetics
3.97,0.17,0.001,sauces + curd,cereals + liquor (appetizer) + sweet spreads
3.97,0.17,0.001,sauces + curd,packaged fruit/vegetables + liquor (appetizer) + cleaner
3.97,0.14,0.001,sauces + light bulbs,cereals + tropical fruit + nut snack
3.97,0.14,0.001,specialty vegetables + root vegetables,cereals + baking powder + liquor
3.97,0.14,0.001,sauces + male cosmetics,light bulbs + specialty vegetables + bottled water
3.97,0.14,0.001,cereals + packaged fruit/vegetables,light bulbs + specialty vegetables + bottled water
3.97,0.14,0.001,cereals + packaged fruit/vegetables,sauces + specialty chocolate + cleaner
3.97,0.14,0.001,sauces + potato products,spices + sweet spreads + cleaner
3.97,0.11,0.001,brandy + white wine,sauces + liquor + pudding powder
3.97,0.11,0.001,spices + nut snack,curd + brandy + liquor (appetizer)
3.97,0.14,0.001,sauces + light bulbs,curd + specialty vegetables + bottled water
3.97,0.17,0.001,sauces + curd,cereals + brandy + pip fruit
3.97,0.14,0.001,sauces + nut snack,specialty chocolate + baking powder + tropical fruit
3.97,0.14,0.001,specialty vegetables + root vegetables,specialty chocolate + baking powder + tropical fruit
3.97,0.14,0.001,baking powder + specialty vegetables,butter + liquor + pip fruit
3.97,0.11,0.001,liquor (appetizer) + potato products,butter + curd + packaged fruit/vegetables
3.97,0.17,0.001,sauces + curd,baking powder + liquor + pudding powder
3.97,0.17,0.001,cereals + tropical fruit,baking powder + liquor + pudding powder
3.97,0.17,0.001,cereals + tropical fruit,sauces + butter + packaged fruit/vegetables
3.97,0.17,0.001,cereals + tropical fruit,sauces + packaged fruit/vegetables + pip fruit
3.97,0.17,0.001,cereals + tropical fruit,specialty chocolate + root vegetables + male cosmetics
3.97,0.14,0.001,baking powder + specialty vegetables,curd + white wine + liquor (appetizer)
3.97,0.17,0.001,sauces + curd,brandy + specialty vegetables + pip fruit
3.97,0.11,0.001,packaged fruit/vegetables + pudding powder,butter + male cosmetics + sweet spreads
3.97,0.14,0.001,baking powder + specialty vegetables,cereals + root vegetables + sweet spreads
3.97,0.14,0.001,sauces + male cosmetics,curd + specialty vegetables + bottled water
3.97,0.14,0.001,specialty vegetables + root vegetables,sauces + baking powder + liquor
3.97,0.17,0.001,sauces + curd,cereals + light bulbs + tropical fruit
3.97,0.14,0.001,sauces + potato products,cereals + baking powder + brandy
3.97,0.14,0.001,sauces + light bulbs,cereals + baking powder + brandy
3.97,0.14,0.001,baking powder + specialty vegetables,packaged fruit/vegetables + liquor (appetizer) + pip fruit
3.97,0.17,0.001,sauces + curd,white wine + potato products + bottled water
3.97,0.14,0.001,sauces + potato products,curd + specialty chocolate + bottled water
3.97,0.11,0.001,bottled water + sweet spreads,butter + specialty chocolate + soda
3.97,0.14,0.001,cereals + packaged fruit/vegetables,butter + specialty chocolate + white wine
3.97,0.17,0.001,cereals + tropical fruit,packaged fruit/vegetables + potato products + bottled water
3.97,0.11,0.001,specialty chocolate + soda,butter + white wine + specialty vegetables
3.97,0.11,0.001,spices + cleaner,cereals + baking powder + white wine
3.97,0.11,0.001,curd + cleaner,sauces + tropical fruit + nut snack
3.97,0.11,0.001,specialty vegetables + bottled water,light bulbs + packaged fruit/vegetables + potato products
3.97,0.11,0.001,liquor (appetizer) + potato products,cereals + spices + specialty vegetables
3.97,0.14,0.001,baking powder + specialty vegetables,sauces + curd + sweet spreads
3.97,0.14,0.001,sauces + potato products,cereals + pudding powder + nut snack
3.97,0.17,0.001,cereals + tropical fruit,spices + packaged fruit/vegetables + pip fruit
3.97,0.17,0.001,sauces + curd,specialty chocolate + potato products + cleaner
3.97,0.17,0.001,sauces + curd,cereals + liquor + specialty vegetables
3.97,0.11,0.001,specialty vegetables + bottled water,butter + curd + packaged fruit/vegetables
3.97,0.11,0.001,pip fruit + soda,cereals + tropical fruit + male cosmetics
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,cereals + tropical fruit + male cosmetics
3.97,0.14,0.001,sauces + male cosmetics,white wine + potato products + tropical fruit
3.97,0.11,0.001,baking powder + liquor,light bulbs + packaged fruit/vegetables + specialty vegetables
3.97,0.11,0.001,spices + nut snack,light bulbs + packaged fruit/vegetables + specialty vegetables
3.97,0.14,0.001,sauces + male cosmetics,butter + packaged fruit/vegetables + pudding powder
3.97,0.11,0.001,baking powder + liquor,butter + male cosmetics + sweet spreads
3.97,0.11,0.001,light bulbs + liquor,butter + male cosmetics + sweet spreads
3.97,0.17,0.001,sauces + curd,cereals + white wine + bottled water
3.97,0.14,0.001,sauces + nut snack,curd + white wine + potato products
3.97,0.14,0.001,sauces + light bulbs,curd + white wine + potato products
3.97,0.14,0.001,specialty vegetables + root vegetables,brandy + bottled water + pip fruit
3.97,0.14,0.001,specialty vegetables + root vegetables,white wine + potato products + tropical fruit
3.97,0.14,0.001,baking powder + specialty vegetables,cereals + tropical fruit + pip fruit
3.97,0.11,0.001,pip fruit + soda,curd + cleaner + nut snack
3.97,0.11,0.001,liquor (appetizer) + potato products,curd + cleaner + nut snack
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,cereals + tropical fruit + male cosmetics
3.97,0.11,0.001,spices + cleaner,cereals + tropical fruit + male cosmetics
3.97,0.14,0.001,specialty vegetables + root vegetables,liquor + liquor (appetizer) + male cosmetics
3.97,0.14,0.001,specialty vegetables + root vegetables,light bulbs + potato products + male cosmetics
3.97,0.11,0.001,brandy + white wine,light bulbs + packaged fruit/vegetables + bottled water
3.97,0.14,0.001,specialty vegetables + root vegetables,light bulbs + potato products + bottled water
3.97,0.14,0.001,sauces + light bulbs,cereals + baking powder + male cosmetics
3.97,0.11,0.001,bottled water + sweet spreads,curd + pip fruit + nut snack
3.97,0.17,0.001,sauces + curd,white wine + liquor (appetizer) + soda
3.97,0.11,0.001,specialty vegetables + bottled water,butter + specialty chocolate + soda
3.97,0.11,0.001,specialty chocolate + soda,butter + male cosmetics + sweet spreads
3.97,0.17,0.001,sauces + curd,light bulbs + packaged fruit/vegetables + root vegetables
3.97,0.17,0.001,cereals + tropical fruit,bottled water + sweet spreads + nut snack
3.97,0.17,0.001,sauces + curd,bottled water + pip fruit + pudding powder
3.97,0.14,0.001,baking powder + specialty vegetables,brandy + bottled water + pip fruit
3.97,0.11,0.001,curd + cleaner,light bulbs + packaged fruit/vegetables + bottled water
3.97,0.14,0.001,baking powder + specialty vegetables,sauces + potato products + sweet spreads
3.97,0.11,0.001,pip fruit + soda,curd + liquor + white wine
3.97,0.14,0.001,sauces + nut snack,potato products + pip fruit + pudding powder
3.97,0.14,0.001,sauces + male cosmetics,cereals + spices + bottled water
3.97,0.14,0.001,sauces + potato products,cereals + spices + bottled water
3.97,0.14,0.001,cereals + packaged fruit/vegetables,light bulbs + potato products + bottled water
3.97,0.14,0.001,cereals + packaged fruit/vegetables,brandy + bottled water + pip fruit
3.97,0.14,0.001,baking powder + specialty vegetables,curd + white wine + potato products
3.97,0.14,0.001,cereals + packaged fruit/vegetables,sauces + soda + pudding powder
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,cereals + sauces + male cosmetics
3.97,0.11,0.001,bottled water + sweet spreads,cereals + sauces + male cosmetics
3.97,0.14,0.001,sauces + light bulbs,white wine + potato products + tropical fruit
3.97,0.17,0.001,sauces + curd,cereals + brandy + bottled water
3.97,0.14,0.001,baking powder + specialty vegetables,white wine + potato products + root vegetables
